<<<<<<< HEAD
"sum_cost","num_fire_incd","num_prop_sales","num_streets","num_walk_scores","num_reports","num_near_misses","median_sale_price.imputed","max_sale_price.imputed","mean_walk_score.imputed","min_walk_score.imputed","max_walk_score.imputed","sum_lane_cnt.imputed","sum_width.imputed","sum_area.imputed","categoryagricultural","categorycommercial","categoryindustrial","categorypublicly.owned","categorypublic.utilities","categoryresidential"
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,21,113,2,0,0,210000,358000,2,1,3,312,2809,1287032,0,0,0,0,0,1
0,0,13,154,2,0,0,218500,326000,2,2,2,431,4014,2074816,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,2,0,0,0,82700,323000,46,44,48,4,38,10630,NA,NA,NA,NA,NA,NA
0,0,2,36,0,0,0,145500,2e+05,46,44,48,106,1149,650698,0,1,0,0,0,0
0,0,0,19,0,0,0,82700,323000,46,44,48,63,665,418057,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.141,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.046,0,0,21,0,0,0,82700,323000,46,44,48,48,1657,335481,NA,NA,NA,NA,NA,NA
0,0,0,2,0,2,0,82700,323000,46,44,48,5,50,24204,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.304,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,3,0,0,0,82700,323000,46,44,48,15,155,77896,NA,NA,NA,NA,NA,NA
0,0,1,1,0,0,0,12500000,12500000,46,44,48,6,58,46563,0,0,1,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,25,0,0,0,82700,323000,46,44,48,50,600,702875,NA,NA,NA,NA,NA,NA
0,0,5,20,1,0,0,205000,329950,14,14,14,49,513,254062,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,3,9,1,0,0,66580,74000,31,31,31,20,203,79239,0,0,0,0,0,1
1.103,0,21,26,1,0,0,40000,983167,11,11,11,53,577,173545,0,0,0,0,0,1
0.304,0,36,10,0,0,0,36000,121500,46,44,48,20,222,156137,0,0,0,0,0,1
0,0,1,0,0,0,0,70000,70000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,1,0,0,82700,323000,1,1,1,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,2,0,0,82700,323000,1,1,1,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,33,0,0,0,82700,323000,46,44,48,66,619,605217,NA,NA,NA,NA,NA,NA
0,0,23,90,1,0,0,295000,665000,2,2,2,270,2430,3822660,0,0,0,0,0,1
0,0,18,97,1,0,0,228000,283850,3,3,3,291,2715,2123730,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,4,0,0,0,82700,323000,46,44,48,15,140,613421,NA,NA,NA,NA,NA,NA
0,0,0,40,0,0,0,82700,323000,46,44,48,160,1680,5211200,NA,NA,NA,NA,NA,NA
0,0,0,13,0,0,0,82700,323000,46,44,48,52,546,1693640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,55,1,0,0,82700,323000,5,5,5,165,1809,1242273,NA,NA,NA,NA,NA,NA
0,0,3,6,0,0,0,3050000,3400000,46,44,48,14,162,68620,0,0,1,0,0,0
0,0,3,0,0,0,0,912000,915000,46,44,48,53,563,284640,0,0,0,0,0,1
0.608,0,13,3,1,0,0,713000,1025000,35,35,35,12,211,37641,0,0,0,0,0,1
0,0,1,40,1,0,0,310900,310900,26,26,26,84,2794,874344,0,0,0,0,0,1
0,0,4,80,0,0,0,60100,159900,46,44,48,162,5447,1779208,0,1,0,0,0,0
0,0,1,0,0,0,0,2350000,2350000,46,44,48,53,563,284640,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,5,1,1,0,82700,323000,38,38,38,25,248,96060,NA,NA,NA,NA,NA,NA
0,0,0,4,0,2,0,82700,323000,46,44,48,19,182,198412,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,5,50,65855,NA,NA,NA,NA,NA,NA
0,0,0,5,0,2,0,82700,323000,46,44,48,16,174,189913,NA,NA,NA,NA,NA,NA
0,0,14,114,0,0,0,142250,307700,46,44,48,230,2679,1751227,0,0,0,0,0,1
0,0,40,54,2,0,0,122475,240000,12.5,2,23,138,1503,670793,0,0,0,0,0,1
0,0,11,29,0,0,0,145900,245000,46,44,48,96,912,699289,0,0,0,0,0,1
0,0,20,14,1,0,0,36500,83500,31,31,31,34,343,125498,0,0,0,0,0,1
0,0,23,33,0,0,0,33500,144500,46,44,48,54,615,292714,0,0,0,0,0,1
0,0,29,58,0,1,0,26200,1680600,46,44,48,117,1007,400738,0,0,0,0,0,1
0,0,3,0,0,0,0,138100,142000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,121,0,0,0,82700,323000,46,44,48,360,3199,2432225,NA,NA,NA,NA,NA,NA
0,0,8,51,0,0,0,242750,385000,46,44,48,135,1322,1949590,0,0,0,0,0,1
0,0,0,40,0,0,0,82700,323000,46,44,48,120,1080,1698960,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,2,0,0,0,0,133000,210000,46,44,48,53,563,284640,0,0,1,0,0,0
0,0,6,3,0,0,0,83000,370000,46,44,48,11,104,448880,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,91,0,0,0,82700,323000,46,44,48,341,3527,8794948,NA,NA,NA,NA,NA,NA
0,0,0,70,0,0,0,82700,323000,46,44,48,280,2940,9119600,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,16,0,0,0,150000,150000,46,44,48,33,387,221799,0,1,0,0,0,0
0,0,0,14,4,0,0,82700,323000,23.5,22,28,38,357,217496,NA,NA,NA,NA,NA,NA
0,0,19,0,1,0,0,830000,1102500,15,15,15,53,563,284640,0,0,0,0,0,1
0,0,6,10,1,0,0,488750,488750,35,35,35,36,344,270246,0,0,0,0,0,1
0,0,33,61,1,0,0,345000,565000,23,23,23,122,1169,564232,0,0,0,0,0,1
0,2,14,13,0,0,0,538000,2468000,46,44,48,30,279,137696,0,0,0,0,0,1
0,0,21,4,1,1,0,153600,2450000,23,23,23,12,128,48078,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,12,6,1,0,0,124500,245000,31,31,31,12,144,96704,0,0,0,0,0,1
0,9,18,83,1,0,0,121750,2500000,32,32,32,175,1860,896468,0,0,0,0,0,1
0,0,32,78,1,0,0,160500,230000,32,32,32,156,1233,714064,0,0,0,0,0,1
0,0,9,4,1,0,0,92000,740000,26,26,26,14,125,122521,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,2,25,15044,NA,NA,NA,NA,NA,NA
0,0,14,55,2,0,0,176500,4e+05,19.5,15,24,100,1255,811622,0,0,0,0,0,1
0,0,33,54,2,0,0,102500,166000,14,2,26,108,1307,1193539,0,0,0,0,0,1
0,0,6,4,0,0,0,34580,47000,46,44,48,11,120,76978,0,0,0,0,0,1
0,0,7,0,1,0,0,25000,46000,28,28,28,53,563,284640,0,0,0,0,0,1
0,0,51,67,3,1,0,20000,132000,46,39,60,108,1199,520332,0,0,0,0,0,1
0,0,48,40,1,0,0,36000,1810182,51,51,51,93,1020,710097,0,0,0,0,0,1
0,0,28,23,1,0,0,33500,866200,54,54,54,56,637,148469,0,0,0,0,0,1
0,0,5,12,0,0,0,88000,310000,46,44,48,24,228,369564,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,34,0,0,0,82700,323000,46,44,48,68,748,1798328,NA,NA,NA,NA,NA,NA
0,0,0,0,1,0,0,82700,323000,3,3,3,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,0,0,0,0,607100,856500,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,2,95,0,0,0,395000,565000,46,44,48,285,2474,2586507,0,0,0,0,0,1
0,0,9,11,1,0,0,235000,460000,2,2,2,22,264,348612,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,40,0,0,0,82700,323000,46,44,48,80,920,1426880,NA,NA,NA,NA,NA,NA
0,0,1,0,0,0,0,2656000,2656000,46,44,48,53,563,284640,0,0,1,0,0,0
0,0,26,32,1,1,0,57500,208000,28,28,28,97,1054,285121,0,0,0,0,0,1
0,0,18,3,0,0,0,54000,147000,46,44,48,6,71,24196,0,0,0,0,0,1
0,0,2,13,0,0,0,23000,26000,46,44,48,46,450,1050359,0,1,0,0,0,0
0,0,18,70,2,0,0,313950,719900,15,10,20,184,1686,829753,0,0,0,0,0,1
0,0,5,31,0,0,0,210000,315000,46,44,48,84,881,820991,0,0,0,0,0,1
0,0,0,68,0,0,0,82700,323000,46,44,48,272,2520,3139744,NA,NA,NA,NA,NA,NA
0,0,0,60,0,0,0,82700,323000,46,44,48,240,2520,7816800,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,162,6,1,0,0,257350,565000,37,37,37,13,145,73279,0,0,0,0,0,1
0,0,9,35,2,0,0,280000,335000,37,37,37,103,906,728370,0,0,0,0,0,1
0,0,3,3,0,0,0,625000,650000,46,44,48,18,166,165509,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,24,39,1,0,0,376000,860000,17,17,17,78,663,645252,0,0,0,0,0,1
0,0,21,43,3,0,0,290000,1790000,21.6666666666667,15,25,92,898,460581,0,1,0,0,0,0
0,0,24,11,1,0,0,140500,2468000,74,74,74,33,350,125076,0,0,0,0,0,1
0,0,0,0,0,1,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,2,2,0,0,0,173000,181000,46,44,48,4,40,39610,0,1,0,0,0,0
0,0,43,13,2,0,0,168900,505000,36.5,35,38,45,452,342198,0,0,0,0,0,1
0,0,1,21,0,0,0,90000,90000,46,44,48,42,315,150128,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,13,20,1,0,0,180000,550000,31,31,31,43,441,201676,0,0,0,0,0,1
0,0,27,14,1,0,0,72600,205000,27,27,27,28,295,117036,0,0,0,0,0,1
0,0,23,26,0,0,0,73000,706250,46,44,48,57,609,287103,0,0,0,0,0,1
0,0,20,15,0,0,0,36000,6e+05,46,44,48,30,360,215565,0,1,0,0,0,0
0,0,29,9,1,0,0,62000,215000,5,5,5,18,225,139849,0,0,0,0,0,1
0,0,23,5,1,0,0,63500,165000,46,46,46,10,124,113586,0,0,0,0,0,1
0,0,9,22,0,0,0,76030,155000,46,44,48,63,696,440436,0,0,0,0,0,1
0,0,37,7,2,0,0,136100,245000,43,27,59,16,162,85880,0,0,0,0,0,1
0,0,1,36,1,0,0,1001000,1001000,42,42,42,73,900,528099,0,1,0,0,0,0
0,0,0,31,0,0,0,82700,323000,46,44,48,62,589,954707,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,66,0,0,0,82700,323000,46,44,48,132,1452,3490872,NA,NA,NA,NA,NA,NA
0,0,0,7,0,0,0,82700,323000,46,44,48,14,154,370244,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,1,0,0,82700,323000,2,2,2,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,44,0,0,0,345000,345000,46,44,48,132,1188,1411564,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,2,24,31692,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,59,0,0,0,82700,323000,46,44,48,127,1413,1349309,NA,NA,NA,NA,NA,NA
0,0,40,29,4,1,0,38500,610000,31.25,26,33,84,853,330193,0,0,0,0,0,1
0,0,29,41,3,1,0,55000,157250,44,27,76,133,1342,447938,0,0,0,0,0,1
0,0,31,19,2,0,0,37500,336000,30,29,31,42,434,540952,0,0,0,0,0,1
0,0,20,26,1,0,0,219000,489900,29,29,29,78,789,2065155,0,0,0,0,0,1
0,0,43,101,2,0,1,220000,489000,19,15,23,243,2326,797213,0,0,0,0,0,1
0,0,37,28,2,0,0,378500,948715,15,15,15,54,594,509329,0,0,0,0,0,1
0,0,8,56,1,0,0,613000,821125,12,12,12,206,1898,4115042,0,0,0,0,0,1
0,0,0,39,0,0,0,82700,323000,46,44,48,156,1404,3898518,NA,NA,NA,NA,NA,NA
0,0,0,63,0,0,0,82700,323000,46,44,48,252,2268,6297606,NA,NA,NA,NA,NA,NA
0,0,9,39,0,1,0,249000,375000,46,44,48,150,1350,3425084,0,0,0,0,0,1
0.304,0,89,12,2,0,1,267500,485000,43,43,43,41,382,138626,0,0,0,0,0,1
0,0,17,17,0,0,0,228000,402000,46,44,48,52,905,254083,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,2,0,0,0,82700,323000,46,44,48,4,48,18802,NA,NA,NA,NA,NA,NA
0,0,23,4,0,0,0,160000,6e+05,46,44,48,10,112,61510,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,0,0,0,0,360000,835000,46,44,48,53,563,284640,0,0,1,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,11,34,1,0,0,71000,650000,16,16,16,101,1115,333346,0,0,0,0,0,1
0,0,21,1,0,0,0,235340,293000,46,44,48,2,24,18194,0,0,0,0,0,1
0,0,4,13,0,0,0,120750,365000,46,44,48,26,230,55916,0,0,0,0,0,1
0,0,28,48,2,1,0,74500.5,173000,36,34,38,124,1325,610463,0,0,0,0,0,1
0.304,9,18,54,0,0,0,62500,144000,46,44,48,147,1702,923429,0,0,0,0,0,1
1.244,0,37,12,1,0,0,33700,866200,47,47,47,25,463,129883,0,0,0,0,0,1
0,0,71,20,3,1,0,55000,229000,47.6666666666667,47,48,48,511,224793,0,0,0,0,0,1
0,0,54,18,2,0,0,59950,215000,52,52,52,40,443,144553,0,0,0,0,0,1
1.103,0,4,14,0,0,0,150000,1273490,46,44,48,41,446,135187,0,1,0,0,0,0
0,0,66,3,2,0,0,53500,155000,42,42,42,7,73,39171,0,0,0,0,0,1
0,0,2,2,0,0,0,235750,296500,46,44,48,6,50,39936,0,0,0,0,0,1
0,0,0,28,0,0,0,82700,323000,46,44,48,126,1218,988120,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,19,0,0,0,82700,323000,46,44,48,38,421,895502,NA,NA,NA,NA,NA,NA
0,0,0,52,0,0,0,82700,323000,46,44,48,104,1144,2750384,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,2,1,0,0,0,155500,162000,46,44,48,3,27,32081,0,0,0,0,0,1
0,2,0,6,0,0,0,82700,323000,46,44,48,18,162,192486,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,38,0,0,0,82700,323000,46,44,48,76,874,1986298,NA,NA,NA,NA,NA,NA
0,0,3,25,0,0,0,220000,895514,46,44,48,50,550,282825,0,1,0,0,0,0
0,0,0,19,0,0,0,82700,323000,46,44,48,76,709,450509,NA,NA,NA,NA,NA,NA
0,0,13,38,0,0,0,90700,460000,46,44,48,138,1321,1621406,0,0,0,0,0,1
1.103,0,1,33,0,0,0,184700,184700,46,44,48,102,983,488486,0,0,0,0,0,1
0,0,31,89,2,0,0,360000,898500,41.5,22,61,190,1821,1156187,0,0,0,0,0,1
0,0,40,134,4,2,0,397800,822750,22.5,17,25,244,2561,617420,0,0,0,0,0,1
0,0,5,26,0,0,0,650000,930000,46,44,48,52,612,238364,0,0,0,0,0,1
0,0,20,44,2,0,0,576950,1825000,19.5,16,23,90,779,536271,0,0,0,0,0,1
0,0,13,5,1,1,0,407500,616500,31,31,31,10,105,59070,0,0,0,0,0,1
